count	before	after	example
1	loantshanang	lwantshanang	eseng motho oa hao oa lerato, empa eo u loantshanang le eena ho fetisisa.
1	hlophetsoeng	hlophetsweng	goe ea kganya ea Molimo eo motho eo a e hlophetsoeng." E ngole
1	Treasure	Tryasure	pose of Prophetic Ministry: Looking for Treasure" (pp.{{1}}13–17), le temana ea
1	otloa	otlwa	e a e bona e sebetsa ho monna ea neng a otloa ke stroke: "Sefapanong o shwele le
1	lipapaditso	dipapaditso	a ha ho bolele ho hoeletsa kapa ho etsa lipapaditso, le ka mohla ha ho fete
1	setshoantsho	setshwantsho	araba "tokelo e phethahatswa jwang?" ka setshoantsho sa
1	Moahloli	Mwahlodi	mme a hana ho tlohela. Moahloli o inehela ka lebaka la tiisetso
1	nkhathatsa	nkgathatsa	ma mme matshwao ohle a allergy e neng e nkhathatsa bophelo ba ka bohle a ile a f
1	phekoloa'	phekolwa'	se o na le 'matla a molao a hore re ka phekoloa'; bokgoni ke ho a fetola hore e
1	motsheare'	motshyare'	Mohlolohadi o hlola ka ho tla 'bosiu le motsheare' mme a se lahle pelo. 'Ha re k
1	siyoe	siywe	letsatsi le letsatsi"), Phethahatso (e siyoe e se na letho). Ebe, joalo ka mohl
1	amanngoa	amanngwa	isitsweng, e ka etsahalang hang-hang, e amanngoa hape le ho utloa, ho hlahloba,
1	malokoana	malokwana	. Thuto ena e bolela malokoana a mabeli a ka bang ka thoko ho
1	boetsoe	boetswe	na e tsamaisang thuto: Matthew 9:29 — e boetsoe hape
1	emisitsoeng	emisitsweng	. Thuto ea 26 e siile ntho e le 'ngoe e emisitsoeng: ho ema ho ka fetoha tshebet
1	utloisisoang	utloisiswang	ho se etsa. Empa utloa kamoo se ka utloisisoang hampe kateng — "ho ea ka ka
1	moqolli	moqoldi	ema hase ho itlanya. Ke ka lebaka lena moqolli enoa a le mong, ha a ngola bopak
1	kuloa	kulwa	le mong, ha a ngola bopaki ba hae ba ho kuloa ke allergy ka matsatsi a tselela b
1	kholisehile	kgodisehile	ho ikutloa u kholisehile pele u beta pelo ho rapela.
1	Meeli	Meedi	Holy Spirit Course · p. 45 · Meeli ea 'nete
1	Liphetho	Diphetho	bang ba ileng ba hlokahala kamora moo.' Liphetho ha lia ka tsa e-ba tekanyo ea t
1	lumetse	dumetse	Bopaki ba Vorster ha bo qetelle ka 'ke lumetse ka thata ho lekaneng' empa ka le
1	qalileng	qadileng	Khutlela boemong bo le bong boo u qalileng ho ema holim'a bona ho
1	'lintlha	'dintlha	sephetho: "Tokelo e tiisitsoe; nako le 'lintlha tse fapa-fapaneng' ke tsa Hau."
1	Lekhetlong	Lekgetlong	mo", ho tlatsa seo se se phethahetseng. Lekhetlong le fetileng (
1	'peli	'pedi	ha u ntse u leta? Ho na le likarabo tse 'peli tse fosahetseng, 'me buka ea tatai
1	tshepisitsoeng	tshepisitsweng	Lilemo li ne li fetile 'me mora ea tshepisitsoeng a e-so tsoaloe. Sara o il
1	hlahisitsoeng	hlahisitsweng	(Ishmaele, ea hlahisitsoeng "ka ho leka ho etsa hore l
1	khethe	kgethe	ea hau 'me u khethe
1	khutshoanyane	kgutshwanyane	Pel'a kemello eo, ngola mela e 'meli e khutshoanyane —
1	tshoereng	tshwereng	u tseba joang hore na lentsoe leo u le tshoereng le ne le fositse e le ka 'nete
1	khotsong	kgotsong	hileng kannete — tekong, ditabeng, kapa khotsong. E nngwe ke ho fela pelo; e nng
1	cheseho	tjheseho	le boima le fihle ka bohlale, eseng ka cheseho feela.
1	bonoe	bonwe	ke seo se etsang hore e bonoe. Lentsoe le le leng, sebakeng se f
1	hlaseloa	hlaselwa	e feela. Boporofeta ha bo tshwane le ho hlaseloa moo u sa keng ua ba le taolo:
1	Moholing	Mohoding	tle le meeling, nokana e fetoha moholi. Moholing, metsi hangata a etsa tshenyo h
1	Makhetlo	Makgetlo	Makhetlo a mararo ao ho leng bohlale ho
1	literekong	diterekong	re ho lona bosiung bona le se ke la ea literekong tsa difilimi!"
1	difilimi	difidimi	iung bona le se ke la ea literekong tsa difilimi!"
1	hopotsoa	hopotswa	kgutsufatsa ho ba lenane le lokelang ho hopotsoa:
1	Liheke	Diheke	"Balebeli ba Liheke"
1	fihlelloe	fihlellwe	" se fihlelloe: "
1	ngoloe	ngolwe	§2. Pono e hlakileng kapa lentsoe le so ngoloe hase lebaka la ho hana. Vallotton
1	chesehang	tjhesehang	Ho utloisisa nako ho hlahisa potso e chesehang ho feta: ho thoeng ka lentsoe
1	fetisetsoang	fetisetswang	ho kapa batho ba busang tshebeletso… ba fetisetsoang ho 'Balebeli ba Liheke'… ho
1	felloa	fellwa	fana ka temoso ka ho hlaka pele e felloa
1	mochato	motjhato	tsi le letsatsi. Wikus Vorster o bolela mochato ka ho hlaka: e mong le e mong "o
1	mekhoeng	mekgweng	Ho tloha mekhoeng e mashome a mararo e meraro ho
1	khethiloe	kgethilwe	e e itlhahisa ka boitshepiso, e nngwe e khethiloe e ngotsoe mme e bolokoa. Molao
1	nolofalitsoeng	nolofaditsweng	Holy Spirit Course · p. 22 · Tataiso e nolofalitsoeng ke tloaelo
1	isitsoeng	isitsweng	(Thuto 14) e isitsoeng qetellong ea eona: eseng "ke m
1	namelile	namedile	etho le lecha — ke lere leo u seng u le namelile, le beiloeng ka tatelano e le h
1	khalimela	kgadimela	: sebaka se khutsitseng → koala mahlo → khalimela bobe → hloekisa kelello mme u
1	behoa	behwa	(Thuto 20), ke amohela ho behoa ha matsoho, mme ke fetisetsa mants
1	leseli	lesedi	Molao ke leseli, eseng mokoloto
1	hlolohetsoeng	hlolohetsweng	hutsitseng le sona le bala, sehokelo se hlolohetsoeng se a tlolwa mme le ka mohl
1	etsoeng	etsweng	Molao o fella eseng ho utloeng empa ho etsoeng: 'nka bohato holim'a seo u se lu
1	rutoang	rutwang	, eseng e rutoang. Mehato e meraro e phelang e lat
1	morupelli	morupeldi	bane tshebetso ea hau ea 'nete joale ke morupelli o motle ka ho fetisisa. (2) Ha
1	hlophisoe	hlophiswe	tlhaloso, kapa mehlolo li ntse li se so hlophisoe hantle-hantle. (3) Ho seng joa
1	ithutiloeng	ithutilweng	Tsohle tse ithutiloeng ho fihlela joale di u rutile
1	rutoe	rutwe	. Ena ke bokhoni bo leqheku boo ho e-so rutoe: ha motho e mong a fa
1	qojoang	qojwang	, mehato e meraro, likhalo tse peli tse qojoang. U se ke ua tima kapa ua nyelisa
1	Likhalo	Dikgalo	Likhalo tse peli, heke e le nngwe
1	ntshoa	ntshwa	alema moo litjhila tsa motse di neng di ntshoa:
1	hloekile	hlwekile	epheo hase ho ba fokolang ("ntlohele ke hloekile, u se ke wa mpolella letho")
1	kolobisoa	kolobiswa	ho kolobisoa habonolo ("haeba u porofetile
1	sesebedisoa	sesebediswa	Sena ke sesebedisoa ka bo sona: ditlhahlobo tse
1	hanoa	hanwa	entsoe le hanyetsanang le evangeli le a hanoa — leha e le "lengeloi le tsoang le
1	khaotsang	kgaotsang	— kapa ho na le ntho e ka hare ho hau e khaotsang?
1	tshwaroe	tshwarwe	E tshwaroe ka bofokoli: moelelo "ke oa Mol
1	lisebedisoa	disebediswa	. Heke hase mochini o mocha; ke lisebedisoa tseo u se u nang le tsona, d
1	bitswoa	bitswwa	a rona eo re e labalabelang. Sena se ka bitswoa
1	tlaletsoeng	tlaletsweng	sa ka "tomoso ea Bafarisi," barutuwa ba tlaletsoeng ba ile ba utloa khalimelo ka
1	lebetsoeng	lebetsweng	ba ile ba utloa khalimelo ka bohobe bo lebetsoeng — "
1	litshohlo	ditshohlo	Eketsa litshohlo tse hlano tlas'a litlhahlobo t
1	kolobisoang	kolobiswang	elo e tiyang — e seng e fokolang kapa e kolobisoang habonolo.
1	liprofeta	diprofeta	— esita le liprofeta tsa baapostola li ne li fosaha
1	rapeloe	rapelwe	o: ho khetholla moya o ka mor'a ntho, o rapeloe pele o boleloa.
1	boprofeteang	boprofetyang	etsang joalo? U tla kopana le batho ba boprofeteang holim'a hao ha e le ngata:
1	liletseletso	diletseletso	Neo e ne e le ea 'nete — "limpho le liletseletso tsa Molimo ha li khutle mor
1	laoloe	laolwe	" (Bar{{0}}11:29) — empa e ne e se e sa laoloe ke Molimo.
1	ngoletsoe	ngoletswe	Hlokomela hore taba ena e ngoletsoe
1	kholisehileng	kgodisehileng	kholisehileng
1	bapaloa	bapalwa	thuto a senolang pelo e ka mor'a neo. A bapaloa
1	susumetsoe	susumetswe	a bona. … 3. Baprofeta ba bohata ha ba susumetsoe ke lerato empa ba susumetsoa
1	Tšobotsi	Tshobotsi	Tšobotsi
1	tlotsitsoeng	tlotsitsweng	na" — ba lumella "Jesu" ea seng Mora ea tlotsitsoeng (2{{0}}Bakor{{1}}11).
1	Kalimelo	Kadimelo	Kalimelo, eseng kotlo.
1	tšenyo	tshenyo	"Kotlo e re, 'Ke tla u lefisa ka tšenyo eo u e entseng,' empa kalimelo e
1	tšepahaleng	tshepahaleng	ase lethathamo le telele la batho ba sa tšepahaleng — ke kamano e tšepahalang:
1	sentsoeng	sentsweng	Pelo e khopo, e sentsoeng ka hare
1	Lekhabunyane	Lekgabunyane	✓ Ho joalo — leq. 75. Lekhabunyane la Liketso 16 le ne le na l
1	'neo	nneo	o fosahetseng'; Bileame o ne a e-na le 'neo e tsoang ho Molimo empa e le pelo e
1	EA	YA	ho eena ka boeena (teko 3) ke matšoao a EA BOHATA; ea 'nete oa mamela 'me a ikar
1	balateli	balatedi	O isa balateli bohle ho eena ka boeena
1	'heart'	'hyart'	____. (Karabo e ngoloa ka Senyesemane: 'heart'.)
1	bapaloang	bapalwang	, e bapaloang nako e telele ka liteko tse hl
1	buoang	buwang	lentsoe le buoang khafetsa
1	khutlise	kgutlise	kamoo baeta-pele ba etsang hore ba khutlise motho ea thetsehileng ka lerato
1	kholiseheng	kgodiseheng	Na ho na le lentsoe leo u sa kholiseheng ka lona — motho eo mantsoe a
1	tšoanela	tshwanela	se ea boqhwaba. Ha u fumane neo ka ho e tšoanela kapa u eme hore bophelo ba hao
1	'Muso	Mmuso	ela eo u holisang ntho leha e le efe eo 'Muso o e fanang: ka ho e sebelisa.
1	lingoliloeng	dingodilweng	" (Baheberu{{0}}6:1–2), 'me e e thehile lingoliloeng tse tharo tse hlakileng:
1	itšikinya	itshikinya	Kahoo qeto e sebetsang hase ho itšikinya u le mong — ke ho
1	liphosong	diphosong	Thuto e u sireletsa liphosong tse peli mona. Ea pele, u se k
1	filoeng	filweng	se ba se filoeng ba fumana tse ngata haholoanyane
1	mohlokomeli	mohlokomedi	ha u sebeletsa ba bang joalo ka mohlokomeli ea molemo oa mohau o sa leka
1	lekanyetsoeng	lekanyetsweng	ka mohlokomeli ea molemo oa mohau o sa lekanyetsoeng oa Molimo" (1{{0}}Pet{{1}}
1	itoanela	itwanela	Ke sena se etsang hore u be u ntse u itoanela ka linako tsohle (
1	iteanya	ityanya	ore na u tlisa senoelo sa tumelo kapa u iteanya feela, ntlisetse le seo: letšoao
1	Judea	Judya	witnesses both in Jerusalem, and in all Judea and Samaria, and even to the remot
1	moloetsi	molwetsi	matla pele ba tsamaea. Peto pele, moloetsi ka mor'a moo.
1	'Lentsoe	'Lentswe	✓ Nepile — leq. 66. 'Lentsoe
1	holimo'	hodimo'	ng la Segerike ka mor'a 'matla a tsoang holimo': dunamis, e leng motso oa dynami
1	mokhanni	mokganni	tsela le mokhanni oa koloi
1	'nileng	nnileng	nka mohato o le mong o monyenyane oo u 'nileng ua o phamola ka lebaka la tšabo.
1	nkeloa	nkelwa	o e ikutloang e "timme" — lentsoe le sa nkeloa hloko, thapelo e ikutloang e se n
1	Makhetlong	Makgetlong	loang e se na matla? Ntlisetse nako eo. Makhetlong a robong ho a leshome ke tank
1	tšepisitsoeng	tshepisitsweng	the Holy Spirit and Gifts" — matla a tšepisitsoeng ho Liketso{{0}}1:8 ke
1	tšohanyetso	tshohanyetso	o ne ho e-na le mosali ea neng a ema ka tšohanyetso bohareng ba thuto ea moruti.
1	lateloa	latelwa	ntaha se seng le se seng. Sena se ne se lateloa ke tlhaloso e nang le lerata le
1	teaching	tyatjhing	"…each one has a psalm, has a teaching, has a revelation, has a tongue
1	Sekhala	Sekgala	… Sekhala sa lentsoe seo re se buang ho mo
1	sekhaleng	sekgaleng	sekhaleng
1	hoelelitsoeng	hweleditsweng	etseng ka sona? Lentsoe la matšeliso le hoelelitsoeng joalo ka khalemo ha e sa l
1	khalemo	kgalemo	la matšeliso le hoelelitsoeng joalo ka khalemo ha e sa le lentsoe leo A le file
1	sebelisitsoe	sebedisitswe	o u ithutileng ho Thuto{{0}}1, joale ho sebelisitsoe ho
1	lahloa	lahlwa	Lintho tse peli tse lokelang ho lahloa (leq. 70)
1	Sehoeso	Sehweso	eta" (leq.{{0}}70). Matla ha se tlotso. Sehoeso ka sekhala sa Hae se fihla hole
1	khothalletsoe	kgothalletswe	hlokahale kapa ho khothalletsoe ho sebelisa Senyesemane sa
1	'li	'di	a se molemo ho batho,' e le hore tsohle 'li etsoe bakeng sa ho haha.'
1	etsoe	etswe	molemo ho batho,' e le hore tsohle 'li etsoe bakeng sa ho haha.'
1	'sekhala'	'sekgala'	amoo u se buang, eseng seo u se buang — 'sekhala' sa lentsoe… se bua hoo eketseh
1	yelling	yelding	(no yelling, no old English — say it plainly
1	Rehearse	Rehyarse	Rehearse one word out loud, plainly
1	leading	lyading	chapter on false prophets and leading people gently out of deception
1	increasing	incryasing	"it is seldom necessary for us to yell—increasing the volume of our voice does
1	validate	vadidate	rophesying. King James English will not validate that what we are saying is from
1	qokoeng	qokweng	). Ke bana ba bararo, hobane ntlha e sa qokoeng hase lebokose leo u tsitlaletsen
1	tšoareloe	tshwarelwe	ba tšoareloe
1	'ntšoarele	nntshwarele	. Ke Bakreste ba 'ntšoarele.' Ba latela nama… Mofuta ona
1	litšepisong	ditshepisong	fana ka litšoantšo tse tharo tse tsoang litšepisong tsa Molimo ho Aborahame bake
1	Linaledi	Dinaledi	"Linaledi ha li phele sebakeng sena. Li
1	neheloa	nehelwa	. Ha bophelo ba hau bo eketseha ho neheloa bolaoling ba Hae, u tataisoa ka
1	khutliselang	kgutliselang	ha tloaelo habonolo.' Ke mokelikeli o u khutliselang tseleng ka mor'a.
1	khoeling	kgweding	? Ebe potso feela e nang le thuso: khoeling e fetileng, ke
1	Loanela	Lwanela	Thuto 41 · Loanela phallo e ncha — se lule ha selib
1	fetoloe	fetolwe	Seliba ha se fetoloe; se
1	sekhuruthele	sekguruthele	(T4), sekhuruthele sa hau sa letsatsi le letsa
1	tsoelopele	tswelopele	tsoelopele ea pelo
1	holile	hodile	bakeng sa maikutlo a ba bang. Joale ke holile
1	shoeleng	shweleng	g a tlameha ho boloa bakeng sa motho ea shoeleng. Sena se buoa ka
1	buoa	buwa	oa bakeng sa motho ea shoeleng. Sena se buoa ka
1	fetoleloa	fetolelwa	hore o re shoetse. Shibah e ka boela ea fetoleloa e le seliba sa kano kapa selib
1	buloeng	bulweng	ile ona' — ke liliba tse ts'oanang, tse buloeng hape.
1	'Mofilista	'Mofidista	✓ Ee — §1 / leq. 37. 'Mofilista o bolela moeti ea sa khutseng
1	khanyetso	kganyetso	a hape §1. Thuto e bala Mofilista eseng khanyetso e tsoang ka ntle empa e le 'ho
1	tsamaea'	tsamaya'	e tsoang ka ntle empa e le 'ho tsamaea-tsamaea' u latela nama — litakatso tsa r
1	likano	dikano	Beershebe) se "buang ka lefu la Jesu le likano/litšepiso tse tsoang ntlheng ea h
1	noeleng	nweleng	ong ke bohloko ba bophelo bo jeleng, ba noeleng, 'me ba shoa empa bo sa phelela
1	sebopuoa	sebopuwa	bo sa phelela pitso eo ba behiloeng ka sebopuoa bakeng sa eona. Pitso ena ea bo
1	phelloa	phellwa	eng sa eona. Pitso ena ea bohlokoa e ka phelloa ka botlalo feela ha re na le kam
1	litahlehelo	ditahlehelo	hati," tšimo e sa lengoang e hlaha e le litahlehelo tsa sebele —
1	emisoe	emiswe	ala tlhahlobo ena hantle: ba moea ha ba emisoe ke ho hloka tumelo kapa ho hloka
1	emisoa	emiswa	ho hloka tumelo kapa ho hloka mpho. Ba emisoa ke
1	hlalositsoeng	hlalositsweng	Lota ke bofelo ba oa moea bo hlalositsoeng ho fihlela qetellong: e ne
1	ikhetha	ikgetha	ng; ke feela bophelo bo neng bo ntse bo ikhetha kamehla. Ke oona mokelikeli o ts
1	ahloetsoe	ahlwetswe	o ahloetsoe mme o khaotsoe ka ho sa feleng
1	tšimong	tshimong	ba oa moea ke bophelo bo pholositsoeng tšimong e sa lengoang.
1	semolisi	semodisi	e leng, ka Senyesemane: 'harvest' — seo semolisi ea lulang polasing empa a sa le
1	tšoasoang	tshwaswang	"), mme phaphamalo ke e butle (Lota ea "tšoasoang ke maikutlo a hae"). Mohato o
1	lieha	dieha	Qeto, kamano, kutlo eo u lulang u e lieha "ho ea joale." E reha. Moeli oo ke
1	arajoang	arajwang	hetic-school. E araba potso ea hau e sa arajoang ka bofelo ba Mokreste oa moea;
1	amohetsoe	amohetswe	mohau — tekanyo e le nngwe e amohetsoe, ebe e nngwe e behwa hodima yo
1	litepisi	ditepisi	na kgolo ka Moyeng e utlwahala jwalo ka litepisi, eseng ho phatloha: tekanyo e n
1	lokolloe	lokollwe	sebele. Tekanyo e nngwe le e ncha ha e lokolloe ka phoso — e tla "ka tshepiso y
1	notlolloang	notlollwang	es in Christ · p. 10 · Kamoo bongata bo notlolloang ka teng
1	khaotswe	kgaotswe	na Modimo haholwanyane empa o ikutlwa o khaotswe ke phallo e nyenyane? Ntliselet
1	'nesitsweng	nnesitsweng	Hase hantle — bala §1 hape. Thuto e 'nesitsweng ho tswa leholimong' ke mokot
1	leholimong'	lehodimong'	la §1 hape. Thuto e 'nesitsweng ho tswa leholimong' ke mokotla O MOTJHA, mme tla
1	sepache	sepatjhe	o (p. 35) ho e-na le ho mamela. Ke sona sepache se seholo mokotleng. Se ngole fa
1	leseling	leseding	e a o fetola. Ha re hloke feela tlhaiso-leseling
1	manifests'	manifestsh	and Jesus becomes one the wine of love manifests' — kereke ke monyaduwa, Jesu k
1	chesang	tjhesang	Lentswe leo A o fang lona ho le bua le "chesang" — molaetsa, kgothatso, bopaki
1	treasure	tryasure	starts barking, we can be sure that the treasure he is guarding is
1	khomphase	kgomphase	khomphase
1	increases'	incryases'	your confidence grows and your accuracy increases'; re itlwaetsa ho hodisa bokgo
1	moahlodi	mwahlodi	itlhabisa dihlong e le wena feela — mme moahlodi ke seo se etsahalang hantle. Ke
1	mochineng	motjhineng	E kenye ka ho toba mochineng oo o se o o tshwereng. Nakong
1	lekoloang	lekolwang	ng ka ho fetisisa — letsatsi la hao, le lekoloang o le mong. Ena e nka mohato o
1	dinyeuoe	dinyeuwe	nutu la thapelo, moo phoso e sa tlisang dinyeuoe kapa e sa timetsa motho. Ha o r
1	poleloana	polelwana	Bohlokwa ba tlwaetso ke poleloana e le nngwe:
1	koalwa	kwalwa	L49 e ikutlwelang, selikalikwe sena se koalwa ke Modimo: o mo kopa hore a etse
1	llisoa	ldiswa	a tshelwa — mme hang-hang terompeta e a llisoa:
1	lengoa	lengwa	lotsa pitsong ya hao, seo se neng se se lengoa pele se ile sa theoswa, mme matla
1	'Matla	Mmatla	✓ Ho nepahetse — §2. 'Matla a ile a fetiswa ho tswa ho Saule
1	reroang	rerwang	e sa reroang
1	Bea	Bya	Bea sete
1	felise	fedise	o fetohela ha ho ba lokolohe kapa ha ho felise taba; thuto e a tsosa hore ho ka
1	rehearse	rehyarse	n a fearful, self-made certainty. Don't rehearse their error — ask instead:
1	Failing	Faiding	, which outranks everything else. Failing that, a
1	choose	tjhoose	through §1–§6 together: name the fear, choose the response, and locate where th
1	reachable	ryatjhable	y own life have I quietly stopped being reachable?
1	bolumeling	bodumeding	ore 'ba emetse Molimo'"; "'Ha ke lumele bolumeling bo hlophisitsoeng,' ha bothat
1	lithetsong	dithetsong	ahlomahlo oa moea ka lona, 'me e felela lithetsong tsa bolumeli"; "e seng ho itl
1	Tšepo	Tshepo	ka ba mpe ho feta lefu" (leq.{{0}}79); "Tšepo e le 'ngoe bakeng sa batho bana ke
1	tlhokomelisong	tlhokomedisong	qala ho tšepa boetapele hore bo ba ntše tlhokomelisong ea bona"; "sebaka se sese
1	tlosoa	tloswa	baka le ho amohela tokiso, ba lokela ho tlosoa selikalikoeng" (leq.{{1}}80); "Bo
1	selikalikoeng	sedikadikweng	ho amohela tokiso, ba lokela ho tlosoa selikalikoeng" (leq.{{1}}80); "Boikemelo
1	limo	dimo	u beha bokhoni bo khutsitseng ka holimo-limo, mme u hula bo bong le bo bong khah
1	pheteloe	phetelwe	ng u sa itokisa. Ha ho hlokahale hore u pheteloe hore na ke hobane'ng — ho hula
1	sethuthuoa	sethuthuwa	(Baroma{{0}}12:6, sethuthuoa sa
1	litebeli	ditebedi	Ke litebeli tse tharo tse tšoanang
1	ahiloeng	ahilweng	eo tlwaetso ena e ahiloeng holim'a eona
1	huliloeng	hudilweng	e tsona ke sete e kopaneng e batang — e huliloeng ho tsoa lithutong tse fapaneng
1	hlokofatsoa	hlokofatswa	lwantshana ho fepa feela boikutlo ba ho hlokofatsoa; monyako oa ho tsoa 'lentsoe
1	'lentsoeng'	'lentsweng'	o ba ho hlokofatsoa; monyako oa ho tsoa 'lentsoeng' le tšosang ke lerato le haha
1	khalemelo	kgalemelo	khalemelo e hlakileng e pepesang phoso k
1	tšoaretsoe	tshwaretswe	(L15), e tšoaretsoe ka bofokoli (
1	kgutsoanyane	kgutswanyane	ho beha sebaka (sete e sephara, oache e kgutsoanyane, kapa ho hula ho eketsehile
1	rutiloe	rutilwe	, 'me polelo ea "ho beoa matsoho" e rutiloe
1	phomolisang	phomodisang	u e bua ntho e utloahalang haholo mme e phomolisang haholo. Tlotso hase boemo ba
1	jarisoa	jariswa	e 'ngoe ke tekanyo e le 'ngoe e kang ho jarisoa ea botlalo bo le bong. Eo e ne e
1	neiloeng	neilweng	o, mme sebopeho sa eona ke tšepiso eo e neiloeng ho e phethahatsa — ke ka lebaka
1	nyakoang	nyakwang	ele. Kahoo tšepiso e 'ngoe le e 'ngoe e nyakoang e ntse e lokela ho fetela tlas'
1	hlolehoang	hlolehwang	)? "Tšepiso" e hlolehoang teko ke takatso ea hau ka bo
1	khatellong	kgatellong	ke karolo e fetolang litlotso ho tloha khatellong ho ea phomolong. Hang ha tšep
1	fetiseditsoeng	fetiseditsweng	ke mosebetsi oa Hae — e seng mojaro o u fetiseditsoeng:
1	halaletsoa	halaletswa	uoang) e na le nako ea ho itokisa le ho halaletsoa e beiloeng ka har'a eona ho u
1	khelosa	kgelosa	e le hore tlhohonolofatso e se ke ea re khelosa kapa ea re timetsa. Kahoo karabo
1	itlhahisitsoeng	itlhahisitsweng	ale ho sebetsa ka boiteko kapa tumelo e itlhahisitsoeng; e qala ho sebetsa ha Mo
1	bopelitsoeng	bopeditsweng	e lekantsoeng ea botlalo bo le bong, e bopelitsoeng bakeng sa morero o itseng.
1	ntšoang	ntshwang	aq.{{0}}37–38), sebaka seo litšepiso li ntšoang ho sona. 'Me hang ha u ntlisetsa
1	hlahisoang	hlahiswang	6–38 (Johanne{{1}}1:14–16; litlotso tse hlahisoang ke tšepiso; "molao o le mong
1	Lekhetlo	Lekgetlo	tso e fepang tsohle (20–22, 40–47, 55). Lekhetlo la ho qetela, ho tloha holimo.
1	tsamaisitsoe	tsamaisitswe	Teko e tšoanang ea leswao 1, joale e tsamaisitsoe ho isa qetellong.
1	moroetsana	morwetsana	kelo e tloaelehileng ea moshanyana kapa moroetsana ea entseng ho mamela hore e b
1	'Mapa	Mmapa	'Mapa o le mong — boloka sena
1	koaloa	kwalwa	. Kahoo ho phela ha thuto ena hase ho koaloa — ke
1	tšoso	tshoso	tloahalang la lentsoe la Hae; khatello, tšoso le kahlolo li supa e 'ngoe. Teko h
1	holisitsoeng	hodisitsweng	bohlale bo holisitsoeng ka sechaba sa 'nete
1	ntšitsoeng	ntshitsweng	tsebo e ntšitsoeng mehloling e tshepahalang
1	tsamaeoa	tsamaewa	ho tsamaeoa
1	rutuoa	rutuwa	ena. Mantsoe a kenngoa feela ha se u a rutuoa hantle; buka ena e ntse e hola th
1	hloekise	hlwekise	ahlo → khalemela bobe → kenya hloko 'me hloekise kelello → lumela hore Moya oa b
1	bonyefoli	bonyefodi	O bua "ka khotso". Khatello, tšhoho le bonyefoli ke matšoao a lentsoe le leng;
1	hokahantsoe	hokahantswe	phetha mokhoa oa mehato e tšeletseng (o hokahantsoe le tloaelo eo u seng u e-na
1	phekiloeng	phekilweng	butle ho utloa lentsoe le "hlakileng le phekiloeng" 'me a phela "boteng ba Hae l
1	bitsitsoeng	bitsitsweng	o mamela letsatsi le letsatsi ke seo re bitsitsoeng ho sona joalo ka Bakreste,"
1	khokahano	kgokahano	khokahano e sa khaotseng
1	boikoetliso	boikwetliso	le a mamela taelo ea ho ngola, a hlola "boikoetliso ba ho ngola bopaki ba ka" bo
1	hloloe	hlolwe	e le hore motheo o ka fetoa empa o sa "hloloe."
1	litlaleho	ditlaleho	ikarabelo bo hahang tumelo ea hau," 'me litlaleho ke lithuto "tse tšoanang le li
1	hloloeng	hlolweng	u lete ka bofokoli", "boloka lentsoe le hloloeng tekong"
1	felisang	fedisang	le fositseng ka phomolo. Tšabo eo e e felisang ke ea hore lentsoe le le leng l
1	lekanyoang	lekanywang	— sebopeho sa mohau, se sa lekanyoang ke motho, moo letsatsi le khu
1	fumanngoe	fumanngwe	fumanoa, ha li fumanngoe ka boiteko
1	Litlamorao	Ditlamorao	huto 20) ke peto e o sebetsang ka eona. Litlamorao tse peli. Neo e omeletseng ka
1	basali	basadi	bohlaleng kamehla." Solomone a ahlolang basali ba babeli ke mohlala, empa le een
1	liaparo	diaparo	ng sa mantsoe a tsebo (mabitso, libaka, liaparo, litlhoko), joale se ea ntle 'me
1	ikutloelang	ikutlwelang	lena mme se latele litlhahlobo tseo se ikutloelang hore Modimo o li file" — boe
1	boevangeli	boevangedi	se ikutloelang hore Modimo o li file" — boevangeli ka neo. Ke mokhoa o sireletse
1	Sekhutlo	Sekgutlo	Sekhutlo ho tloha ho
1	itshoara	itshwara	se etsang," 'me kamehla ho hlokahala ho itshoara hanyenyane ka mokhoa o sa phuth
1	botšelo	botshelo	sebakeng se phatlalatsa, kōpa Morena ka botšelo lentsoe ka motho e mong (ho mole
1	ngoletsoeng	ngoletsweng	(Tlhaloso = lentsoe le ngoletsoeng pele; Tšebetso = potso eo u
1	joana'	jwana'	"bua 'Morena o re joana' ha u sa ntse u ithuta", "emela ho
1	sebetsoang	sebetswang	pukaneng — selikalikoe sa nepahalo, se sebetsoang ke motho joale.
1	itloaetsa	itlwaetsa	le amohela", "eba mosa feela ka lona", "itloaetsa u le mong feela"
1	itlhoahlaotsoe	itlhwahlaotswe	lentsoe la tsebo, e le hore tse peli li itlhoahlaotsoe hammoho (ho fapanya ha bo
1	Selikalikoe	Sedikadikwe	a ha bomo ho thusang neo ho itšetleha). Selikalikoe ha se fetohe — rapellanang,
1	nkakhile	nkakgile	na le nkakhile?
1	khalemelang	kgalemelang	obe ho hona" — kutlo e sa lokang kapa e khalemelang
1	boholohali	boholohadi	Boima bo boholohali boo lentsoe le ka bo tšoara,
1	mokhelo	mokgelo	o le mong oa ho fana ka lona o se nang mokhelo: lentsoe le
1	Tšebetsong	Tshebetsong	(seo u lokelang ho se etsa), mme ke ka Tšebetsong moo "moruti kapa moetapele oa
1	thetsitsoe	thetsitswe	a thetso ke ea hore ha re tsebe hore re thetsitsoe," e le hore re "mema boetapel
1	Mekhoa	Mekgwa	Mekhoa e loketseng ea boprofeta (lentsoe
